uri,code,title,class_kind,semantic_level,depth,is_leaf,is_three_character_code,is_terminal_code,chapter_code,chapter_title,block_code,block_title,three_character_code,three_character_title,final_code,final_title
http://id.who.int/icd/release/10/2019/O23.5,O23.5,Infections of the genital tract in pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O23,Infections of genitourinary tract in pregnancy,O23.5,Infections of the genital tract in pregnancy
http://id.who.int/icd/release/10/2019/O23.9,O23.9,Other and unspecified genitourinary tract infection in pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O23,Infections of genitourinary tract in pregnancy,O23.9,Other and unspecified genitourinary tract infection in pregnancy
http://id.who.int/icd/release/10/2019/O24,O24,Diabetes mellitus in pregnancy,category,three_character,3,false,true,false,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O24,Diabetes mellitus in pregnancy,,
http://id.who.int/icd/release/10/2019/O24.0,O24.0,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, insulin-dependent",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O24,Diabetes mellitus in pregnancy,O24.0,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, insulin-dependent"
http://id.who.int/icd/release/10/2019/O24.1,O24.1,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, non-insulin-dependent",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O24,Diabetes mellitus in pregnancy,O24.1,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, non-insulin-dependent"
http://id.who.int/icd/release/10/2019/O24.2,O24.2,Diabetes mellitus in pregnancy: Pre-existing malnutrition-related diabetes mellitus,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O24,Diabetes mellitus in pregnancy,O24.2,Diabetes mellitus in pregnancy: Pre-existing malnutrition-related diabetes mellitus
http://id.who.int/icd/release/10/2019/O24.3,O24.3,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, unspecified",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O24,Diabetes mellitus in pregnancy,O24.3,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, unspecified"
http://id.who.int/icd/release/10/2019/O24.4,O24.4,Diabetes mellitus arising in pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O24,Diabetes mellitus in pregnancy,O24.4,Diabetes mellitus arising in pregnancy
http://id.who.int/icd/release/10/2019/O24.9,O24.9,"Diabetes mellitus in pregnancy, unspecified",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O24,Diabetes mellitus in pregnancy,O24.9,"Diabetes mellitus in pregnancy, unspecified"
http://id.who.int/icd/release/10/2019/O25,O25,Malnutrition in pregnancy,category,three_character,3,true,true,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O25,Malnutrition in pregnancy,O25,Malnutrition in pregnancy
http://id.who.int/icd/release/10/2019/O26,O26,Maternal care for other conditions predominantly related to pregnancy,category,three_character,3,false,true,false,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O26,Maternal care for other conditions predominantly related to pregnancy,,
http://id.who.int/icd/release/10/2019/O26.0,O26.0,Excessive weight gain in pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O26,Maternal care for other conditions predominantly related to pregnancy,O26.0,Excessive weight gain in pregnancy
http://id.who.int/icd/release/10/2019/O26.1,O26.1,Low weight gain in pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O26,Maternal care for other conditions predominantly related to pregnancy,O26.1,Low weight gain in pregnancy
http://id.who.int/icd/release/10/2019/O26.2,O26.2,Pregnancy care of habitual aborter,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O26,Maternal care for other conditions predominantly related to pregnancy,O26.2,Pregnancy care of habitual aborter
http://id.who.int/icd/release/10/2019/O26.3,O26.3,Retained intrauterine contraceptive device in pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O26,Maternal care for other conditions predominantly related to pregnancy,O26.3,Retained intrauterine contraceptive device in pregnancy
http://id.who.int/icd/release/10/2019/O26.4,O26.4,Herpes gestationis,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O26,Maternal care for other conditions predominantly related to pregnancy,O26.4,Herpes gestationis
http://id.who.int/icd/release/10/2019/O26.5,O26.5,Maternal hypotension syndrome,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O26,Maternal care for other conditions predominantly related to pregnancy,O26.5,Maternal hypotension syndrome
http://id.who.int/icd/release/10/2019/O26.6,O26.6,"Liver disorders in pregnancy, childbirth and the puerperium",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O26,Maternal care for other conditions predominantly related to pregnancy,O26.6,"Liver disorders in pregnancy, childbirth and the puerperium"
http://id.who.int/icd/release/10/2019/O26.7,O26.7,"Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O26,Maternal care for other conditions predominantly related to pregnancy,O26.7,"Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium"
http://id.who.int/icd/release/10/2019/O26.8,O26.8,Other specified pregnancy-related conditions,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O26,Maternal care for other conditions predominantly related to pregnancy,O26.8,Other specified pregnancy-related conditions
http://id.who.int/icd/release/10/2019/O26.9,O26.9,"Pregnancy-related condition, unspecified",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O26,Maternal care for other conditions predominantly related to pregnancy,O26.9,"Pregnancy-related condition, unspecified"
http://id.who.int/icd/release/10/2019/O28,O28,Abnormal findings on antenatal screening of mother,category,three_character,3,false,true,false,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O28,Abnormal findings on antenatal screening of mother,,
http://id.who.int/icd/release/10/2019/O28.0,O28.0,Abnormal haematological finding on antenatal screening of mother,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O28,Abnormal findings on antenatal screening of mother,O28.0,Abnormal haematological finding on antenatal screening of mother
http://id.who.int/icd/release/10/2019/O28.1,O28.1,Abnormal biochemical finding on antenatal screening of mother,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O28,Abnormal findings on antenatal screening of mother,O28.1,Abnormal biochemical finding on antenatal screening of mother
http://id.who.int/icd/release/10/2019/O28.2,O28.2,Abnormal cytological finding on antenatal screening of mother,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O28,Abnormal findings on antenatal screening of mother,O28.2,Abnormal cytological finding on antenatal screening of mother
http://id.who.int/icd/release/10/2019/O28.3,O28.3,Abnormal ultrasonic finding on antenatal screening of mother,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O28,Abnormal findings on antenatal screening of mother,O28.3,Abnormal ultrasonic finding on antenatal screening of mother
http://id.who.int/icd/release/10/2019/O28.4,O28.4,Abnormal radiological finding on antenatal screening of mother,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O28,Abnormal findings on antenatal screening of mother,O28.4,Abnormal radiological finding on antenatal screening of mother
http://id.who.int/icd/release/10/2019/O28.5,O28.5,Abnormal chromosomal and genetic finding on antenatal screening of mother,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O28,Abnormal findings on antenatal screening of mother,O28.5,Abnormal chromosomal and genetic finding on antenatal screening of mother
http://id.who.int/icd/release/10/2019/O28.8,O28.8,Other abnormal findings on antenatal screening of mother,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O28,Abnormal findings on antenatal screening of mother,O28.8,Other abnormal findings on antenatal screening of mother
http://id.who.int/icd/release/10/2019/O28.9,O28.9,"Abnormal finding on antenatal screening of mother, unspecified",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O28,Abnormal findings on antenatal screening of mother,O28.9,"Abnormal finding on antenatal screening of mother, unspecified"
http://id.who.int/icd/release/10/2019/O29,O29,Complications of anaesthesia during pregnancy,category,three_character,3,false,true,false,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O29,Complications of anaesthesia during pregnancy,,
http://id.who.int/icd/release/10/2019/O29.0,O29.0,Pulmonary complications of anaesthesia during pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O29,Complications of anaesthesia during pregnancy,O29.0,Pulmonary complications of anaesthesia during pregnancy
http://id.who.int/icd/release/10/2019/O29.1,O29.1,Cardiac complications of anaesthesia during pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O29,Complications of anaesthesia during pregnancy,O29.1,Cardiac complications of anaesthesia during pregnancy
http://id.who.int/icd/release/10/2019/O29.2,O29.2,Central nervous system complications of anaesthesia during pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O29,Complications of anaesthesia during pregnancy,O29.2,Central nervous system complications of anaesthesia during pregnancy
http://id.who.int/icd/release/10/2019/O29.3,O29.3,Toxic reaction to local anaesthesia during pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O29,Complications of anaesthesia during pregnancy,O29.3,Toxic reaction to local anaesthesia during pregnancy
http://id.who.int/icd/release/10/2019/O29.4,O29.4,Spinal and epidural anaesthesia-induced headache during pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O29,Complications of anaesthesia during pregnancy,O29.4,Spinal and epidural anaesthesia-induced headache during pregnancy
http://id.who.int/icd/release/10/2019/O29.5,O29.5,Other complications of spinal and epidural anaesthesia during pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O29,Complications of anaesthesia during pregnancy,O29.5,Other complications of spinal and epidural anaesthesia during pregnancy
http://id.who.int/icd/release/10/2019/O29.6,O29.6,Failed or difficult intubation during pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O29,Complications of anaesthesia during pregnancy,O29.6,Failed or difficult intubation during pregnancy
http://id.who.int/icd/release/10/2019/O29.8,O29.8,Other complications of anaesthesia during pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O29,Complications of anaesthesia during pregnancy,O29.8,Other complications of anaesthesia during pregnancy
http://id.who.int/icd/release/10/2019/O29.9,O29.9,"Complication of anaesthesia during pregnancy, unspecified",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,O29,Complications of anaesthesia during pregnancy,O29.9,"Complication of anaesthesia during pregnancy, unspecified"
http://id.who.int/icd/release/10/2019/O30-O48,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,block,block,2,false,false,false,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,,,,
http://id.who.int/icd/release/10/2019/O30,O30,Multiple gestation,category,three_character,3,false,true,false,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O30,Multiple gestation,,
http://id.who.int/icd/release/10/2019/O30.0,O30.0,Twin pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O30,Multiple gestation,O30.0,Twin pregnancy
http://id.who.int/icd/release/10/2019/O30.1,O30.1,Triplet pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O30,Multiple gestation,O30.1,Triplet pregnancy
http://id.who.int/icd/release/10/2019/O30.2,O30.2,Quadruplet pregnancy,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O30,Multiple gestation,O30.2,Quadruplet pregnancy
http://id.who.int/icd/release/10/2019/O30.8,O30.8,Other multiple gestation,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O30,Multiple gestation,O30.8,Other multiple gestation
http://id.who.int/icd/release/10/2019/O30.9,O30.9,"Multiple gestation, unspecified",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O30,Multiple gestation,O30.9,"Multiple gestation, unspecified"
http://id.who.int/icd/release/10/2019/O31,O31,Complications specific to multiple gestation,category,three_character,3,false,true,false,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O31,Complications specific to multiple gestation,,
http://id.who.int/icd/release/10/2019/O31.0,O31.0,Papyraceous fetus,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O31,Complications specific to multiple gestation,O31.0,Papyraceous fetus
http://id.who.int/icd/release/10/2019/O31.1,O31.1,Continuing pregnancy after abortion of one fetus or more,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O31,Complications specific to multiple gestation,O31.1,Continuing pregnancy after abortion of one fetus or more
http://id.who.int/icd/release/10/2019/O31.2,O31.2,Continuing pregnancy after intrauterine death of one fetus or more,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O31,Complications specific to multiple gestation,O31.2,Continuing pregnancy after intrauterine death of one fetus or more
http://id.who.int/icd/release/10/2019/O31.8,O31.8,Other complications specific to multiple gestation,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O31,Complications specific to multiple gestation,O31.8,Other complications specific to multiple gestation
http://id.who.int/icd/release/10/2019/O32,O32,Maternal care for known or suspected malpresentation of fetus,category,three_character,3,false,true,false,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O32,Maternal care for known or suspected malpresentation of fetus,,
http://id.who.int/icd/release/10/2019/O32.0,O32.0,Maternal care for unstable lie,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O32,Maternal care for known or suspected malpresentation of fetus,O32.0,Maternal care for unstable lie
http://id.who.int/icd/release/10/2019/O32.1,O32.1,Maternal care for breech presentation,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O32,Maternal care for known or suspected malpresentation of fetus,O32.1,Maternal care for breech presentation
http://id.who.int/icd/release/10/2019/O32.2,O32.2,Maternal care for transverse and oblique lie,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O32,Maternal care for known or suspected malpresentation of fetus,O32.2,Maternal care for transverse and oblique lie
http://id.who.int/icd/release/10/2019/O32.3,O32.3,"Maternal care for face, brow and chin presentation",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O32,Maternal care for known or suspected malpresentation of fetus,O32.3,"Maternal care for face, brow and chin presentation"
http://id.who.int/icd/release/10/2019/O32.4,O32.4,Maternal care for high head at term,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O32,Maternal care for known or suspected malpresentation of fetus,O32.4,Maternal care for high head at term
http://id.who.int/icd/release/10/2019/O32.5,O32.5,Maternal care for multiple gestation with malpresentation of one fetus or more,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O32,Maternal care for known or suspected malpresentation of fetus,O32.5,Maternal care for multiple gestation with malpresentation of one fetus or more
http://id.who.int/icd/release/10/2019/O32.6,O32.6,Maternal care for compound presentation,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O32,Maternal care for known or suspected malpresentation of fetus,O32.6,Maternal care for compound presentation
http://id.who.int/icd/release/10/2019/O32.8,O32.8,Maternal care for other malpresentation of fetus,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O32,Maternal care for known or suspected malpresentation of fetus,O32.8,Maternal care for other malpresentation of fetus
http://id.who.int/icd/release/10/2019/O32.9,O32.9,"Maternal care for malpresentation of fetus, unspecified",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O32,Maternal care for known or suspected malpresentation of fetus,O32.9,"Maternal care for malpresentation of fetus, unspecified"
http://id.who.int/icd/release/10/2019/O33,O33,Maternal care for known or suspected disproportion,category,three_character,3,false,true,false,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O33,Maternal care for known or suspected disproportion,,
http://id.who.int/icd/release/10/2019/O33.0,O33.0,Maternal care for disproportion due to deformity of maternal pelvic bones,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O33,Maternal care for known or suspected disproportion,O33.0,Maternal care for disproportion due to deformity of maternal pelvic bones
http://id.who.int/icd/release/10/2019/O33.1,O33.1,Maternal care for disproportion due to generally contracted pelvis,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O33,Maternal care for known or suspected disproportion,O33.1,Maternal care for disproportion due to generally contracted pelvis
http://id.who.int/icd/release/10/2019/O33.2,O33.2,Maternal care for disproportion due to inlet contraction of pelvis,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O33,Maternal care for known or suspected disproportion,O33.2,Maternal care for disproportion due to inlet contraction of pelvis
http://id.who.int/icd/release/10/2019/O33.3,O33.3,Maternal care for disproportion due to outlet contraction of pelvis,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O33,Maternal care for known or suspected disproportion,O33.3,Maternal care for disproportion due to outlet contraction of pelvis
http://id.who.int/icd/release/10/2019/O33.4,O33.4,Maternal care for disproportion of mixed maternal and fetal origin,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O33,Maternal care for known or suspected disproportion,O33.4,Maternal care for disproportion of mixed maternal and fetal origin
http://id.who.int/icd/release/10/2019/O33.5,O33.5,Maternal care for disproportion due to unusually large fetus,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O33,Maternal care for known or suspected disproportion,O33.5,Maternal care for disproportion due to unusually large fetus
http://id.who.int/icd/release/10/2019/O33.6,O33.6,Maternal care for disproportion due to hydrocephalic fetus,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O33,Maternal care for known or suspected disproportion,O33.6,Maternal care for disproportion due to hydrocephalic fetus
http://id.who.int/icd/release/10/2019/O33.7,O33.7,Maternal care for disproportion due to other fetal deformities,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O33,Maternal care for known or suspected disproportion,O33.7,Maternal care for disproportion due to other fetal deformities
http://id.who.int/icd/release/10/2019/O33.8,O33.8,Maternal care for disproportion of other origin,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O33,Maternal care for known or suspected disproportion,O33.8,Maternal care for disproportion of other origin
http://id.who.int/icd/release/10/2019/O33.9,O33.9,"Maternal care for disproportion, unspecified",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O33,Maternal care for known or suspected disproportion,O33.9,"Maternal care for disproportion, unspecified"
http://id.who.int/icd/release/10/2019/O34,O34,Maternal care for known or suspected abnormality of pelvic organs,category,three_character,3,false,true,false,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O34,Maternal care for known or suspected abnormality of pelvic organs,,
http://id.who.int/icd/release/10/2019/O34.0,O34.0,Maternal care for congenital malformation of uterus,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O34,Maternal care for known or suspected abnormality of pelvic organs,O34.0,Maternal care for congenital malformation of uterus
http://id.who.int/icd/release/10/2019/O34.1,O34.1,Maternal care for tumour of corpus uteri,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O34,Maternal care for known or suspected abnormality of pelvic organs,O34.1,Maternal care for tumour of corpus uteri
http://id.who.int/icd/release/10/2019/O34.2,O34.2,Maternal care due to uterine scar from previous surgery,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O34,Maternal care for known or suspected abnormality of pelvic organs,O34.2,Maternal care due to uterine scar from previous surgery
http://id.who.int/icd/release/10/2019/O34.3,O34.3,Maternal care for cervical incompetence,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O34,Maternal care for known or suspected abnormality of pelvic organs,O34.3,Maternal care for cervical incompetence
http://id.who.int/icd/release/10/2019/O34.4,O34.4,Maternal care for other abnormalities of cervix,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O34,Maternal care for known or suspected abnormality of pelvic organs,O34.4,Maternal care for other abnormalities of cervix
http://id.who.int/icd/release/10/2019/O34.5,O34.5,Maternal care for other abnormalities of gravid uterus,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O34,Maternal care for known or suspected abnormality of pelvic organs,O34.5,Maternal care for other abnormalities of gravid uterus
http://id.who.int/icd/release/10/2019/O34.6,O34.6,Maternal care for abnormality of vagina,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O34,Maternal care for known or suspected abnormality of pelvic organs,O34.6,Maternal care for abnormality of vagina
http://id.who.int/icd/release/10/2019/O34.7,O34.7,Maternal care for abnormality of vulva and perineum,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O34,Maternal care for known or suspected abnormality of pelvic organs,O34.7,Maternal care for abnormality of vulva and perineum
http://id.who.int/icd/release/10/2019/O34.8,O34.8,Maternal care for other abnormalities of pelvic organs,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O34,Maternal care for known or suspected abnormality of pelvic organs,O34.8,Maternal care for other abnormalities of pelvic organs
http://id.who.int/icd/release/10/2019/O34.9,O34.9,"Maternal care for abnormality of pelvic organ, unspecified",category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O34,Maternal care for known or suspected abnormality of pelvic organs,O34.9,"Maternal care for abnormality of pelvic organ, unspecified"
http://id.who.int/icd/release/10/2019/O35,O35,Maternal care for known or suspected fetal abnormality and damage,category,three_character,3,false,true,false,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O35,Maternal care for known or suspected fetal abnormality and damage,,
http://id.who.int/icd/release/10/2019/O35.0,O35.0,Maternal care for (suspected) central nervous system malformation in fetus,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O35,Maternal care for known or suspected fetal abnormality and damage,O35.0,Maternal care for (suspected) central nervous system malformation in fetus
http://id.who.int/icd/release/10/2019/O35.1,O35.1,Maternal care for (suspected) chromosomal abnormality in fetus,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O35,Maternal care for known or suspected fetal abnormality and damage,O35.1,Maternal care for (suspected) chromosomal abnormality in fetus
http://id.who.int/icd/release/10/2019/O35.2,O35.2,Maternal care for (suspected) hereditary disease in fetus,category,final_code,4,true,false,true,XV,"Pregnancy, childbirth and the puerperium",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,O35,Maternal care for known or suspected fetal abnormality and damage,O35.2,Maternal care for (suspected) hereditary disease in fetus
