code,title,node_type,semantic_level,parent_code,chapter_code,chapter_title,block_code,block_title,three_character_code,three_character_title,has_children,is_leaf,is_three_character_code,is_detailed_code,is_coding_selectable,sex_selectable,age_group_selectable,policy_status,restriction_note
A22,Anthrax,category,three_character,A20-A28,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A22,Anthrax,true,false,true,false,,,,unreviewed,
A22.0,Cutaneous anthrax,category,detailed_code,A22,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A22,Anthrax,false,true,false,true,,,,unreviewed,
A22.1,Pulmonary anthrax,category,detailed_code,A22,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A22,Anthrax,false,true,false,true,,,,unreviewed,
A22.2,Gastrointestinal anthrax,category,detailed_code,A22,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A22,Anthrax,false,true,false,true,,,,unreviewed,
A22.7,Anthrax sepsis,category,detailed_code,A22,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A22,Anthrax,false,true,false,true,,,,unreviewed,
A22.8,Other forms of anthrax,category,detailed_code,A22,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A22,Anthrax,false,true,false,true,,,,unreviewed,
A22.9,"Anthrax, unspecified",category,detailed_code,A22,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A22,Anthrax,false,true,false,true,,,,unreviewed,
A23,Brucellosis,category,three_character,A20-A28,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A23,Brucellosis,true,false,true,false,,,,unreviewed,
A23.0,Brucellosis due to Brucella melitensis,category,detailed_code,A23,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A23,Brucellosis,false,true,false,true,,,,unreviewed,
A23.1,Brucellosis due to Brucella abortus,category,detailed_code,A23,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A23,Brucellosis,false,true,false,true,,,,unreviewed,
A23.2,Brucellosis due to Brucella suis,category,detailed_code,A23,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A23,Brucellosis,false,true,false,true,,,,unreviewed,
A23.3,Brucellosis due to Brucella canis,category,detailed_code,A23,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A23,Brucellosis,false,true,false,true,,,,unreviewed,
A23.8,Other brucellosis,category,detailed_code,A23,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A23,Brucellosis,false,true,false,true,,,,unreviewed,
A23.9,"Brucellosis, unspecified",category,detailed_code,A23,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A23,Brucellosis,false,true,false,true,,,,unreviewed,
A24,Glanders and melioidosis,category,three_character,A20-A28,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A24,Glanders and melioidosis,true,false,true,false,,,,unreviewed,
A24.0,Glanders,category,detailed_code,A24,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A24,Glanders and melioidosis,false,true,false,true,,,,unreviewed,
A24.1,Acute and fulminating melioidosis,category,detailed_code,A24,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A24,Glanders and melioidosis,false,true,false,true,,,,unreviewed,
A24.2,Subacute and chronic melioidosis,category,detailed_code,A24,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A24,Glanders and melioidosis,false,true,false,true,,,,unreviewed,
A24.3,Other melioidosis,category,detailed_code,A24,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A24,Glanders and melioidosis,false,true,false,true,,,,unreviewed,
A24.4,"Melioidosis, unspecified",category,detailed_code,A24,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A24,Glanders and melioidosis,false,true,false,true,,,,unreviewed,
A25,Rat-bite fevers,category,three_character,A20-A28,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A25,Rat-bite fevers,true,false,true,false,,,,unreviewed,
A25.0,Spirillosis,category,detailed_code,A25,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A25,Rat-bite fevers,false,true,false,true,,,,unreviewed,
A25.1,Streptobacillosis,category,detailed_code,A25,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A25,Rat-bite fevers,false,true,false,true,,,,unreviewed,
A25.9,"Rat-bite fever, unspecified",category,detailed_code,A25,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A25,Rat-bite fevers,false,true,false,true,,,,unreviewed,
A26,Erysipeloid,category,three_character,A20-A28,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A26,Erysipeloid,true,false,true,false,,,,unreviewed,
A26.0,Cutaneous erysipeloid,category,detailed_code,A26,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A26,Erysipeloid,false,true,false,true,,,,unreviewed,
A26.7,Erysipelothrix sepsis,category,detailed_code,A26,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A26,Erysipeloid,false,true,false,true,,,,unreviewed,
A26.8,Other forms of erysipeloid,category,detailed_code,A26,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A26,Erysipeloid,false,true,false,true,,,,unreviewed,
A26.9,"Erysipeloid, unspecified",category,detailed_code,A26,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A26,Erysipeloid,false,true,false,true,,,,unreviewed,
A27,Leptospirosis,category,three_character,A20-A28,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A27,Leptospirosis,true,false,true,false,,,,unreviewed,
A27.0,Leptospirosis icterohaemorrhagica,category,detailed_code,A27,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A27,Leptospirosis,false,true,false,true,,,,unreviewed,
A27.8,Other forms of leptospirosis,category,detailed_code,A27,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A27,Leptospirosis,false,true,false,true,,,,unreviewed,
A27.9,"Leptospirosis, unspecified",category,detailed_code,A27,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A27,Leptospirosis,false,true,false,true,,,,unreviewed,
A28,"Other zoonotic bacterial diseases, not elsewhere classified",category,three_character,A20-A28,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A28,"Other zoonotic bacterial diseases, not elsewhere classified",true,false,true,false,,,,unreviewed,
A28.0,Pasteurellosis,category,detailed_code,A28,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A28,"Other zoonotic bacterial diseases, not elsewhere classified",false,true,false,true,,,,unreviewed,
A28.1,Cat-scratch disease,category,detailed_code,A28,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A28,"Other zoonotic bacterial diseases, not elsewhere classified",false,true,false,true,,,,unreviewed,
A28.2,Extraintestinal yersiniosis,category,detailed_code,A28,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A28,"Other zoonotic bacterial diseases, not elsewhere classified",false,true,false,true,,,,unreviewed,
A28.8,"Other specified zoonotic bacterial diseases, not elsewhere classified",category,detailed_code,A28,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A28,"Other zoonotic bacterial diseases, not elsewhere classified",false,true,false,true,,,,unreviewed,
A28.9,"Zoonotic bacterial disease, unspecified",category,detailed_code,A28,I,Certain infectious and parasitic diseases,A20-A28,Certain zoonotic bacterial diseases,A28,"Other zoonotic bacterial diseases, not elsewhere classified",false,true,false,true,,,,unreviewed,
A30-A49,Other bacterial diseases,block,block,I,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,,,true,false,false,false,,,,unreviewed,
A30,Leprosy [Hansen disease],category,three_character,A30-A49,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A30,Leprosy [Hansen disease],true,false,true,false,,,,unreviewed,
A30.0,Indeterminate leprosy,category,detailed_code,A30,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A30,Leprosy [Hansen disease],false,true,false,true,,,,unreviewed,
A30.1,Tuberculoid leprosy,category,detailed_code,A30,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A30,Leprosy [Hansen disease],false,true,false,true,,,,unreviewed,
A30.2,Borderline tuberculoid leprosy,category,detailed_code,A30,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A30,Leprosy [Hansen disease],false,true,false,true,,,,unreviewed,
A30.3,Borderline leprosy,category,detailed_code,A30,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A30,Leprosy [Hansen disease],false,true,false,true,,,,unreviewed,
A30.4,Borderline lepromatous leprosy,category,detailed_code,A30,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A30,Leprosy [Hansen disease],false,true,false,true,,,,unreviewed,
A30.5,Lepromatous leprosy,category,detailed_code,A30,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A30,Leprosy [Hansen disease],false,true,false,true,,,,unreviewed,
A30.8,Other forms of leprosy,category,detailed_code,A30,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A30,Leprosy [Hansen disease],false,true,false,true,,,,unreviewed,
A30.9,"Leprosy, unspecified",category,detailed_code,A30,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A30,Leprosy [Hansen disease],false,true,false,true,,,,unreviewed,
A31,Infection due to other mycobacteria,category,three_character,A30-A49,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A31,Infection due to other mycobacteria,true,false,true,false,,,,unreviewed,
A31.0,Pulmonary mycobacterial infection,category,detailed_code,A31,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A31,Infection due to other mycobacteria,false,true,false,true,,,,unreviewed,
A31.1,Cutaneous mycobacterial infection,category,detailed_code,A31,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A31,Infection due to other mycobacteria,false,true,false,true,,,,unreviewed,
A31.8,Other mycobacterial infections,category,detailed_code,A31,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A31,Infection due to other mycobacteria,false,true,false,true,,,,unreviewed,
A31.9,"Mycobacterial infection, unspecified",category,detailed_code,A31,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A31,Infection due to other mycobacteria,false,true,false,true,,,,unreviewed,
A32,Listeriosis,category,three_character,A30-A49,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A32,Listeriosis,true,false,true,false,,,,unreviewed,
A32.0,Cutaneous listeriosis,category,detailed_code,A32,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A32,Listeriosis,false,true,false,true,,,,unreviewed,
A32.1,Listerial meningitis and meningoencephalitis,category,detailed_code,A32,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A32,Listeriosis,false,true,false,true,,,,unreviewed,
A32.7,Listerial sepsis,category,detailed_code,A32,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A32,Listeriosis,false,true,false,true,,,,unreviewed,
A32.8,Other forms of listeriosis,category,detailed_code,A32,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A32,Listeriosis,false,true,false,true,,,,unreviewed,
A32.9,"Listeriosis, unspecified",category,detailed_code,A32,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A32,Listeriosis,false,true,false,true,,,,unreviewed,
A33,Tetanus neonatorum,category,three_character,A30-A49,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A33,Tetanus neonatorum,false,true,true,false,,,,unreviewed,
A34,Obstetrical tetanus,category,three_character,A30-A49,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A34,Obstetrical tetanus,false,true,true,false,,,,unreviewed,
A35,Other tetanus,category,three_character,A30-A49,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A35,Other tetanus,false,true,true,false,,,,unreviewed,
A36,Diphtheria,category,three_character,A30-A49,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A36,Diphtheria,true,false,true,false,,,,unreviewed,
A36.0,Pharyngeal diphtheria,category,detailed_code,A36,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A36,Diphtheria,false,true,false,true,,,,unreviewed,
A36.1,Nasopharyngeal diphtheria,category,detailed_code,A36,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A36,Diphtheria,false,true,false,true,,,,unreviewed,
A36.2,Laryngeal diphtheria,category,detailed_code,A36,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A36,Diphtheria,false,true,false,true,,,,unreviewed,
A36.3,Cutaneous diphtheria,category,detailed_code,A36,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A36,Diphtheria,false,true,false,true,,,,unreviewed,
A36.8,Other diphtheria,category,detailed_code,A36,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A36,Diphtheria,false,true,false,true,,,,unreviewed,
A36.9,"Diphtheria, unspecified",category,detailed_code,A36,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A36,Diphtheria,false,true,false,true,,,,unreviewed,
A37,Whooping cough,category,three_character,A30-A49,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A37,Whooping cough,true,false,true,false,,,,unreviewed,
A37.0,Whooping cough due to Bordetella pertussis,category,detailed_code,A37,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A37,Whooping cough,false,true,false,true,,,,unreviewed,
A37.1,Whooping cough due to Bordetella parapertussis,category,detailed_code,A37,I,Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A37,Whooping cough,false,true,false,true,,,,unreviewed,
