code,title,chapter_no,selectable,sex,age,rule,restriction_rule,residual,leaf,flags
EA20,Necrolytic acral erythema,14,yes,both,all,annex,default,no,yes,
EA3Z,Unspecified skin disorder attributable to viral infection,14,yes,both,all,annex,default,yes,yes,
EA40,Tropical phagedaenic ulcer,14,yes,both,all,annex,default,no,yes,
EA50,Toxin-mediated cutaneous reactions to distant or systemic bacterial infection,14,yes,both,all,annex,default,no,no,
EA50.0,Erythema marginatum rheumaticum,14,yes,both,all,annex,icd10 L54.0,no,yes,
EA50.1,Streptococcal toxin-mediated perineal erythema,14,yes,both,all,annex,default,no,yes,
EA50.2,Staphylococcal scalded skin syndrome,14,yes,both,all,annex,icd10 L00,no,yes,
EA50.3,Staphylococcal scarlatina,14,yes,both,all,annex,default,no,yes,
EA50.Y,Other specified toxin-mediated cutaneous reactions to distant or systemic bacterial infection,14,yes,both,all,annex,default,yes,yes,
EA50.Z,"Toxin-mediated cutaneous reactions to distant or systemic bacterial infection, unspecified",14,yes,both,all,annex,default,yes,yes,
EA51,Skin complications of BCG immunisation,14,yes,both,all,annex,default,no,yes,
EA5Y,Cutaneous involvement by other specified bacterial infection,14,yes,both,all,annex,default,yes,yes,
EA5Z,Cutaneous involvement by unspecified bacterial infection,14,yes,both,all,annex,icd10 A31.1,yes,yes,
EA60,Certain skin disorders attributable to fungal infection,14,yes,both,all,annex,default,no,no,
EA60.0,Subcutaneous mycoses,14,yes,both,all,annex,default,no,yes,
EA60.1,Systemic mycoses affecting skin,14,yes,both,all,annex,default,no,yes,
EA60.Y,Skin involvement in other specified fungal infection,14,yes,both,all,annex,default,yes,yes,
EA60.Z,"Fungal infection of the skin, unspecified",14,yes,both,all,annex,default,yes,yes,
EA6Y,Cutaneous involvement by other specified infection or infestation,14,yes,both,all,annex,icd10 L08 L08.8 L08.9,yes,yes,
EA80,Atopic eczema,14,yes,both,all,annex,default,no,no,
EA80.0,Infantile atopic eczema,14,yes,both,all,annex,default,no,yes,
EA80.1,Childhood atopic eczema,14,yes,both,all,annex,default,no,yes,
EA80.2,Adult atopic eczema,14,yes,both,all,annex,default,no,yes,
EA80.Y,Other specified forms of atopic eczema,14,yes,both,all,annex,default,yes,yes,
EA80.Z,"Atopic eczema, unspecified",14,yes,both,all,annex,icd10 L20 L20.8 L20.9,yes,yes,
EA81,Seborrhoeic dermatitis and related conditions,14,yes,both,all,annex,default,no,no,
EA81.0,Seborrhoeic dermatitis of face,14,yes,both,all,annex,default,no,yes,
EA81.1,Seborrhoeic dermatitis of the scalp,14,yes,both,all,annex,icd10 L21.0,no,yes,
EA81.Y,Seborrhoeic dermatosis of other specified type or distribution,14,yes,both,all,annex,icd10 L21.9,yes,yes,
EA81.Z,"Seborrhoeic dermatitis, unspecified",14,yes,both,all,annex,icd10 L21 L21.8,yes,yes,
EA82,Nummular dermatitis,14,yes,both,all,annex,icd10 L30.0,no,yes,
EA83,Lichen simplex or lichenification,14,yes,both,all,annex,default,no,no,
EA83.0,Lichen simplex,14,yes,both,all,annex,default,no,no,
EA83.00,Lichen simplex of vulva,14,yes,both,all,annex,default,no,yes,
EA83.01,Lichen simplex of male genitalia,14,yes,both,all,annex,default,no,yes,
EA83.02,Perianal lichen simplex,14,yes,both,all,annex,default,no,yes,
EA83.0Y,Lichen simplex of other specified site,14,yes,both,all,annex,default,yes,yes,
EA83.0Z,Lichen simplex of unspecified site,14,yes,both,all,annex,icd10 L28.0,yes,yes,
EA83.1,Secondary lichenification,14,yes,both,all,annex,default,no,yes,
EA84,Asteatotic eczema,14,yes,both,all,annex,default,no,yes,
EA85,Dermatitis or eczema of hands or feet,14,yes,both,all,annex,default,no,no,
EA85.0,Vesicular dermatitis of hands or feet,14,yes,both,all,annex,icd10 L30.1,no,yes,
EA85.1,Hyperkeratotic dermatitis of hands or feet,14,yes,both,all,annex,default,no,yes,
EA85.2,Dermatitis of hands,14,yes,both,all,annex,default,no,no,
EA85.20,Atopic eczema of hands,14,yes,both,all,annex,default,no,yes,
EA85.2Y,Other specified dermatitis of hands,14,yes,both,all,annex,default,yes,yes,
EA85.2Z,"Dermatitis of hands, unspecified",14,yes,both,all,annex,default,yes,yes,
EA85.3,Dermatitis of feet,14,yes,both,all,annex,default,no,yes,
EA86,Dermatitis or eczema of lower legs,14,yes,both,all,annex,default,no,no,
EA86.0,Stasis dermatitis of lower legs,14,yes,both,all,annex,default,no,yes,
EA86.Z,"Dermatitis or eczema of lower legs, unspecified",14,yes,both,all,annex,default,yes,yes,
EA87,Dermatitis or eczema of anogenital region,14,yes,both,all,annex,default,no,no,
EA87.0,Dermatitis or eczema of male genitalia,14,yes,both,all,annex,default,no,yes,
EA87.1,Dermatitis or eczema of female genitalia,14,yes,both,all,annex,default,no,yes,
EA87.2,Dermatitis or eczema of perianal area,14,yes,both,all,annex,default,no,yes,
EA87.Z,"Dermatitis or eczema of anogenital region, unspecified",14,yes,both,all,annex,default,yes,yes,
EA88,Miscellaneous specified eczematous dermatoses,14,yes,both,all,annex,default,no,no,
EA88.0,Infectious dermatitis,14,yes,both,all,annex,default,no,no,
EA88.00,Human T-cell lymphotropic virus type 1 associated infective dermatitis of childhood,14,yes,both,all,annex,default,no,yes,
EA88.0Y,Other specified infectious dermatitis,14,yes,both,all,annex,default,yes,yes,
EA88.0Z,"Infectious dermatitis, unspecified",14,yes,both,all,annex,icd10 L30.3,yes,yes,
EA88.1,Post traumatic eczema,14,yes,both,all,annex,default,no,yes,
EA88.2,Disseminated secondary eczema,14,yes,both,all,annex,icd10 L30.2,no,yes,
EA88.3,Secondary eczema,14,yes,both,all,annex,default,no,yes,
EA88.4,Pityriasis alba,14,yes,both,all,annex,icd10 L30.5,no,yes,
EA89,Generalised eczematous dermatitis of unspecified type,14,yes,both,all,annex,icd10 L30.9,no,yes,
EA8Y,Other specified eczematous dermatosis,14,yes,both,all,annex,default,yes,yes,
EA8Z,"Dermatitis or eczema, unspecified",14,yes,both,all,annex,icd10 L27.8 L27.9 L30 L30.8,yes,yes,
EA90,Psoriasis,14,yes,both,all,annex,default,no,no,
EA90.0,Plaque psoriasis,14,yes,both,all,annex,icd10 L40.0,no,yes,
EA90.1,Guttate psoriasis,14,yes,both,all,annex,icd10 L40.4,no,yes,
EA90.2,Unstable psoriasis,14,yes,both,all,annex,default,no,yes,
EA90.3,Erythrodermic psoriasis,14,yes,both,all,annex,default,no,yes,
EA90.4,Pustular psoriasis,14,yes,both,all,annex,default,no,no,
EA90.40,Generalised pustular psoriasis,14,yes,both,all,annex,icd10 L40.1,no,yes,
EA90.41,Acropustulosis of Hallopeau,14,yes,both,all,annex,icd10 L40.2,no,yes,
EA90.42,Palmoplantar pustulosis,14,yes,both,all,annex,icd10 L40.3,no,yes,
EA90.4Y,Other specified pustular psoriasis,14,yes,both,all,annex,default,yes,yes,
EA90.4Z,"Pustular psoriasis, unspecified",14,yes,both,all,annex,default,yes,yes,
EA90.5,Psoriasis of specified site or distribution,14,yes,both,all,annex,default,no,no,
EA90.50,Scalp psoriasis,14,yes,both,all,annex,default,no,yes,
EA90.51,Nail psoriasis,14,yes,both,all,annex,default,no,yes,
EA90.52,Flexural and intertriginous psoriasis,14,yes,both,all,annex,default,no,yes,
EA90.53,Anogenital psoriasis,14,yes,both,all,annex,default,no,yes,
EA90.5Y,Psoriasis of other specified site or distribution,14,yes,both,all,annex,default,yes,yes,
EA90.Y,Other specified forms of psoriasis,14,yes,both,all,annex,icd10 L40.8,yes,yes,
EA90.Z,Psoriasis of unspecified type,14,yes,both,all,annex,icd10 L40 L40.9,yes,yes,
EA91,Lichen planus,14,yes,both,all,annex,default,no,no,
EA91.0,Acute eruptive lichen planus,14,yes,both,all,annex,default,no,yes,
EA91.1,Hypertrophic lichen planus,14,yes,both,all,annex,icd10 L43.0,no,yes,
EA91.2,Follicular lichen planus,14,yes,both,all,annex,icd10 L66.1,no,yes,
EA91.3,Lichen planus of genital skin and mucous membranes,14,yes,both,all,annex,default,no,yes,
EA91.4,Lichen planus and lichenoid reactions of oral mucosa,14,yes,both,all,annex,default,no,no,
EA91.40,Non-erosive lichen planus of oral mucosa,14,yes,both,all,annex,default,no,yes,
EA91.41,Erosive oral lichen planus,14,yes,both,all,annex,default,no,yes,
EA91.42,"Oral lichen planus, unspecified",14,yes,both,all,annex,default,no,yes,
EA91.43,Lichenoid mucositis,14,yes,both,all,annex,default,no,yes,
EA91.4Y,Other specified lichenoid reactions of oral mucosa,14,yes,both,all,annex,default,yes,yes,
EA91.5,Lichen planus of the nails,14,yes,both,all,annex,default,no,yes,
EA91.6,Subacute lichen planus,14,yes,both,all,annex,icd10 L43.3,no,yes,
EA91.Y,Other specified lichen planus,14,yes,both,all,annex,icd10 L43.1,yes,yes,
EA91.Z,Lichen planus of unspecified type,14,yes,both,all,annex,icd10 L43 L43.8 L43.9,yes,yes,
EA92,Lichenoid dermatoses,14,yes,both,all,annex,icd10 L44.1 L44.2 L44.3,no,yes,
EA93,Pityriasis lichenoides,14,yes,both,all,annex,icd10 L41.0 L41.1,no,yes,
EA94,Pityriasis rubra pilaris,14,yes,both,all,annex,icd10 L44.0,no,yes,
EA95,Small plaque parapsoriasis,14,yes,both,all,annex,icd10 L41 L41.3 L41.8 L41.9 L44 L44.8 L44.9 L45,no,yes,
EB00,Spontaneous urticaria,14,yes,both,all,annex,default,no,no,
EB00.0,Acute urticaria,14,yes,both,all,annex,default,no,yes,
EB00.1,Chronic urticaria,14,yes,both,all,annex,icd10 L50.1,no,yes,
EB00.Z,"Spontaneous urticaria, unspecified",14,yes,both,all,annex,default,yes,yes,
EB01,Inducible urticaria or angioedema,14,yes,both,all,annex,default,no,no,
EB01.0,Dermographism,14,yes,both,all,annex,icd10 L50.3,no,yes,
EB01.1,Cold urticaria,14,yes,both,all,annex,default,no,yes,
EB01.2,Delayed pressure urticaria,14,yes,both,all,annex,default,no,yes,
EB01.3,Contact urticaria,14,yes,both,all,annex,icd10 L50.6,no,yes,
EB01.Y,Other specified forms of inducible urticaria or angioedema,14,yes,both,all,annex,icd10 L50.4 L56.3,yes,yes,
EB01.Z,"Inducible urticaria or angioedema, unspecified",14,yes,both,all,annex,default,yes,yes,
EB02,Cholinergic urticaria or related conditions,14,yes,both,all,annex,default,no,no,
EB02.0,Cholinergic urticaria,14,yes,both,all,annex,icd10 L50.5,no,yes,
EB02.Y,Other conditions mediated by cholinergic activation,14,yes,both,all,annex,default,yes,yes,
EB03,Syndromes with urticarial reactions or angioedema,14,yes,both,all,annex,default,no,yes,
EB04,Idiopathic angioedema,14,yes,both,all,annex,default,no,yes,
EB05,Urticaria of unspecified type,14,yes,both,all,annex,default,no,yes,
EB0Y,Other specified urticarial disorders,14,yes,both,all,annex,icd10 L50 L50.2 L50.8 L50.9,yes,yes,
EB10,Diffuse inflammatory erythemas,14,yes,both,all,annex,icd10 L26 L53.0,no,yes,
EB11,Annular erythema,14,yes,both,all,annex,icd10 L53.1 L53.2 L53.3,no,yes,
EB12,Erythema multiforme,14,yes,both,all,annex,default,no,no,
EB12.0,Cutaneous erythema multiforme,14,yes,both,all,annex,default,no,yes,
EB12.1,Mucocutaneous erythema multiforme,14,yes,both,all,annex,default,no,yes,
EB12.Y,Other specified erythema multiforme,14,yes,both,all,annex,default,yes,yes,
EB12.Z,"Erythema multiforme, unspecified",14,yes,both,all,annex,icd10 L51 L51.0 L51.8 L51.9,yes,yes,
EB13,Stevens-Johnson syndrome or toxic epidermal necrolysis,14,yes,both,all,annex,default,no,no,
EB13.0,Stevens-Johnson syndrome,14,yes,both,all,annex,icd10 L51.1,no,yes,
EB13.1,Toxic epidermal necrolysis,14,yes,both,all,annex,icd10 L51.2,no,yes,
EB13.2,Stevens-Johnson and toxic epidermal necrolysis overlap syndrome,14,yes,both,all,annex,default,no,yes,
EB20,Acute febrile neutrophilic dermatosis,14,yes,both,all,annex,icd10 L98.2,no,yes,
EB21,Pyoderma gangrenosum,14,yes,both,all,annex,icd10 L08.0 L88,no,yes,
EB2Y,Other specified neutrophilic dermatoses,14,yes,both,all,annex,icd10 L13.1,yes,yes,
EB30,Eosinophilic cellulitis,14,yes,both,all,annex,icd10 L98.3,no,yes,
EB31,Erythema nodosum,14,yes,both,all,annex,icd10 L52,no,yes,
EB40,Pemphigus,14,yes,both,all,annex,default,no,no,
EB40.0,Pemphigus vulgaris,14,yes,both,all,annex,default,no,no,
EB40.00,Oral pemphigus,14,yes,both,all,annex,default,no,yes,
EB40.0Y,Other specified pemphigus vulgaris,14,yes,both,all,annex,icd10 L10.1,yes,yes,
EB40.0Z,"Pemphigus vulgaris, unspecified",14,yes,both,all,annex,icd10 L10.0,yes,yes,
EB40.1,Pemphigus foliaceus,14,yes,both,all,annex,icd10 L10.2 L10.3 L10.4,no,yes,
EB40.2,Paraneoplastic pemphigus,14,yes,both,all,annex,default,no,yes,
EB40.Y,Other specified pemphigus,14,yes,both,all,annex,icd10 L10.5,yes,yes,
EB40.Z,"Pemphigus, unspecified",14,yes,both,all,annex,icd10 L10 L10.8 L10.9,yes,yes,
EB41,Pemphigoid,14,yes,both,all,annex,default,no,no,
EB41.0,Bullous pemphigoid,14,yes,both,all,annex,icd10 L12.0,no,yes,
EB41.1,Mucous membrane pemphigoid,14,yes,both,all,annex,icd10 L12.1,no,yes,
EB41.Y,Other specified pemphigoid,14,yes,both,all,annex,default,yes,yes,
EB41.Z,"Pemphigoid, unspecified",14,yes,both,all,annex,icd10 L12 L12.8 L12.9,yes,yes,
EB42,Linear IgA bullous dermatosis,14,yes,both,all,annex,icd10 L12.2,no,yes,
EB43,Epidermolysis bullosa acquisita,14,yes,both,all,annex,icd10 L12.3,no,yes,
EB44,Dermatitis herpetiformis,14,yes,both,all,annex,icd10 L13.0,no,yes,
EB4Y,Other specified immunobullous disorder,14,yes,both,all,annex,default,yes,yes,
EB50,Subacute cutaneous lupus erythematosus,14,yes,both,all,annex,icd10 L93.1,no,yes,
EB51,Chronic cutaneous lupus erythematosus,14,yes,both,all,annex,default,no,no,
EB51.0,Discoid lupus erythematosus,14,yes,both,all,annex,default,no,yes,
EB51.Y,Other specified chronic cutaneous lupus erythematosus,14,yes,both,all,annex,default,yes,yes,
EB51.Z,"Chronic cutaneous lupus erythematosus, unspecified",14,yes,both,all,annex,icd10 L93.0,yes,yes,
EB5Z,Cutaneous lupus erythematosus of unspecified type,14,yes,both,all,annex,default,yes,yes,
EB60,Lichen sclerosus,14,yes,both,all,annex,default,no,no,
EB60.0,Lichen sclerosus of vulva,14,yes,both,all,annex,icd10 N90.4,no,yes,
EB60.1,Lichen sclerosus of penis,14,yes,both,all,annex,icd10 N48.0,no,yes,
EB60.Y,Lichen sclerosus of other specified sites,14,yes,both,all,annex,default,yes,yes,
EB60.Z,"Lichen sclerosus, unspecified",14,yes,both,all,annex,icd10 L90.0,yes,yes,
EB61,Morphoea,14,yes,both,all,annex,default,no,no,
EB61.0,Plaque morphoea,14,yes,both,all,annex,icd10 L94.0,no,yes,
EB61.1,Linear morphoea,14,yes,both,all,annex,icd10 L94.1,no,yes,
EB61.Y,Other specified forms of morphoea,14,yes,both,all,annex,default,yes,yes,
EB61.Z,"Morphoea, unspecified",14,yes,both,all,annex,default,yes,yes,
EB7Y,Other specified inflammatory dermatoses,14,yes,both,all,annex,icd10 L27.2,yes,yes,
EB90,Dermatoses resulting from disturbed metabolic processes,14,yes,both,all,annex,default,no,no,
EB90.0,Diabetic skin lesions,14,yes,both,all,annex,default,no,yes,
EB90.1,Cutaneous mucinosis,14,yes,both,all,annex,default,no,no,
EB90.10,Pretibial myxoedema,14,yes,both,all,annex,default,no,yes,
EB90.11,Lichen myxoedematosus,14,yes,both,all,annex,default,no,yes,
EB90.12,Reticular erythematous mucinosis,14,yes,both,all,annex,default,no,yes,
EB90.1Y,Other specified forms of cutaneous mucinosis,14,yes,both,all,annex,icd10 L98.5,yes,yes,
EB90.2,Cutaneous or subcutaneous xanthomata,14,yes,both,all,annex,default,no,no,
EB90.20,Plane xanthoma,14,yes,both,all,annex,default,no,yes,
EB90.21,Tuberous xanthoma,14,yes,both,all,annex,default,no,yes,
EB90.22,Eruptive xanthoma,14,yes,both,all,annex,default,no,yes,
EB90.23,Tendinous xanthoma,14,yes,both,all,annex,default,no,yes,
EB90.2Z,Cutaneous or subcutaneous xanthomata of unspecified type,14,yes,both,all,annex,default,yes,yes,
EB90.3,Porphyria or pseudoporphyria affecting the skin,14,yes,both,all,annex,default,no,no,
EB90.30,Pseudoporphyria,14,yes,both,all,annex,default,no,yes,
EB90.3Y,Other specified porphyria or pseudoporphyria affecting the skin,14,yes,both,all,annex,default,yes,yes,
EB90.4,Calcification of skin or subcutaneous tissue,14,yes,both,all,annex,default,no,no,
EB90.40,Dystrophic calcification of the skin of uncertain or unspecified aetiology,14,yes,both,all,annex,icd10 L94.2,no,yes,
EB90.41,Calcific panniculitis,14,yes,both,all,annex,default,no,yes,
EB90.42,Calcific arteriolopathy,14,yes,both,all,annex,default,no,yes,
EB90.4Y,Other specified calcification of skin or subcutaneous tissue,14,yes,both,all,annex,default,yes,yes,
EB9Y,Other specified metabolic or nutritional disorders affecting the skin,14,yes,both,all,annex,default,yes,yes,
EC10,Genetic syndromes with poikiloderma,14,yes,both,all,annex,default,no,yes,
EC1Y,Other specified genetic syndromes affecting the skin,14,yes,both,all,annex,default,yes,yes,
EC20,Genetic disorders of keratinisation,14,yes,both,all,annex,default,no,no,
EC20.0,Non-syndromic ichthyosis,14,yes,both,all,annex,default,no,no,
EC20.00,Ichthyosis vulgaris,14,yes,both,all,annex,default,no,yes,
EC20.01,X-linked ichthyosis,14,yes,both,all,annex,default,no,yes,
EC20.02,Autosomal recessive congenital ichthyosis,14,yes,both,all,annex,default,no,yes,
EC20.03,Keratinopathic ichthyoses,14,yes,both,all,annex,default,no,yes,
EC20.0Y,Other specified or unclassifiable non-syndromic ichthyosis,14,yes,both,all,annex,default,yes,yes,
EC20.1,Hereditary skin peeling,14,yes,both,all,annex,default,no,yes,
EC20.2,Hereditary acantholytic dermatoses,14,yes,both,all,annex,default,no,yes,
EC20.3,Hereditary palmoplantar keratodermas,14,yes,both,all,annex,default,no,no,
EC20.30,Diffuse palmoplantar keratodermas,14,yes,both,all,annex,default,no,yes,
EC20.31,Focal palmoplantar keratodermas,14,yes,both,all,annex,default,no,yes,
EC20.32,Papular palmoplantar keratodermas,14,yes,both,all,annex,icd10 L85.2,no,yes,
EC20.3Z,Hereditary palmoplantar keratoderma of unspecified type,14,yes,both,all,annex,default,yes,yes,
EC20.Y,Other specified genetic disorders of keratinisation,14,yes,both,all,annex,default,yes,yes,
EC21,Genetic defects of hair or hair growth,14,yes,both,all,annex,default,no,no,
EC21.0,Genetic defects of the hair shaft,14,yes,both,all,annex,default,no,yes,
EC21.1,Genetic syndromes with abnormalities of the hair shaft,14,yes,both,all,annex,default,no,yes,
EC21.2,Hereditary alopecia or hypotrichosis,14,yes,both,all,annex,default,no,yes,
EC21.3,Genetic syndromes with alopecia or hypotrichosis,14,yes,both,all,annex,default,no,yes,
EC21.4,Genetically-determined hypertrichosis,14,yes,both,all,annex,default,no,yes,
EC21.Y,Other specified genetic defects of hair or hair growth,14,yes,both,all,annex,default,yes,yes,
EC21.Z,"Genetic defects of hair or hair growth, unspecified",14,yes,both,all,annex,default,yes,yes,
EC22,Genetic defects of nails or nail growth,14,yes,both,all,annex,default,no,no,
EC22.0,Inherited deformities of nails,14,yes,both,all,annex,default,no,yes,
EC23,Genetic disorders of skin pigmentation,14,yes,both,all,annex,default,no,no,
EC23.0,Non-syndromic genetically-determined hypermelanosis or lentiginosis,14,yes,both,all,annex,icd10 L81.3,no,yes,
EC23.1,Syndromic genetically-determined hypermelanosis or lentiginosis,14,yes,both,all,annex,default,no,yes,
EC23.2,Albinism or other specified genetically-determined hypomelanotic disorders,14,yes,both,all,annex,default,no,no,
EC23.20,Oculocutaneous albinism,14,yes,both,all,annex,default,no,yes,
EC23.2Y,Other specified genetically-determined hypomelanotic disorders,14,yes,both,all,annex,default,yes,yes,
EC23.Y,Other specified genetic disorders of skin pigmentation,14,yes,both,all,annex,default,yes,yes,
EC23.Z,"Genetic disorders of skin pigmentation, unspecified",14,yes,both,all,annex,default,yes,yes,
EC30,Epidermolysis bullosa simplex,14,yes,both,all,annex,default,no,yes,
EC31,Junctional epidermolysis bullosa,14,yes,both,all,annex,default,no,yes,
EC32,Dystrophic epidermolysis bullosa,14,yes,both,all,annex,default,no,yes,
EC33,Syndromic epidermolysis bullosa,14,yes,both,all,annex,default,no,yes,
EC3Z,Epidermolysis bullosa,14,yes,both,all,annex,default,yes,yes,
EC40,Pseudoxanthoma elasticum,14,yes,both,all,annex,default,no,yes,
EC4Y,Other specified genetic disorders affecting dermal matrix proteins,14,yes,both,all,annex,default,yes,yes,
EC50,Developmental anomalies of the umbilicus,14,yes,both,all,annex,default,no,yes,
EC5Y,Other specified developmental anomalies affecting the skin,14,yes,both,all,annex,default,yes,yes,
EC7Y,Other specified genetic or developmental disorders affecting the skin,14,yes,both,all,annex,default,yes,yes,
EC90,Pruritus,14,yes,both,all,annex,default,no,no,
EC90.0,Pruritus due to skin disorder,14,yes,both,all,annex,default,no,yes,
EC90.1,Pruritus due to systemic disorder,14,yes,both,all,annex,default,no,no,
EC90.10,Uraemic pruritus,14,yes,both,all,annex,default,no,yes,
EC90.11,Cholestatic pruritus,14,yes,both,all,annex,default,no,yes,
EC90.12,Haemodialysis-associated pruritus,14,yes,both,all,annex,default,no,yes,
EC90.1Y,Pruritus due to other specified systemic disorder,14,yes,both,all,annex,default,yes,yes,
EC90.2,Drug-induced pruritus,14,yes,both,all,annex,default,no,yes,
EC90.3,Pruritus due to neurological disorder,14,yes,both,all,annex,default,no,yes,
EC90.4,Psychogenic pruritus,14,yes,both,all,annex,default,no,yes,
EC90.5,Anogenital pruritus,14,yes,both,all,annex,icd10 L29.3,no,yes,
EC90.6,Pruritus of unknown cause,14,yes,both,all,annex,default,no,yes,
EC90.Y,Pruritus of other specified type or aetiology,14,yes,both,all,annex,default,yes,yes,
EC90.Z,"Pruritus, unspecified",14,yes,both,all,annex,icd10 L29 L29.8 L29.9,yes,yes,
EC91,Prurigo,14,yes,both,all,annex,default,no,no,
EC91.0,Nodular prurigo,14,yes,both,all,annex,icd10 L28.1,no,yes,
EC91.1,Atopic prurigo,14,yes,both,all,annex,icd10 L20.0,no,yes,
EC91.Z,"Prurigo, unspecified",14,yes,both,all,annex,icd10 L28.2,yes,yes,
EC92,Mucocutaneous or cutaneous pain syndromes,14,yes,both,all,annex,default,no,no,
EC92.0,Penoscrotodynia,14,yes,both,all,annex,default,no,yes,
EC92.1,Scalp dysaesthesia,14,yes,both,all,annex,default,no,yes,
EC9Y,Other specified disturbances of cutaneous sensation,14,yes,both,all,annex,default,yes,yes,
ED00,Artefactual skin disorder,14,yes,both,all,annex,icd10 L98.1,no,yes,
ED01,Simulated skin disease,14,no,,,not_in_annex,,no,yes,
ED02,Painful bruising syndrome,14,yes,both,all,annex,default,no,yes,
ED0Y,Other specified self-inflicted skin disorders,14,yes,both,all,annex,default,yes,yes,
ED2Y,Other specified mental conditions affecting the skin,14,yes,both,all,annex,default,yes,yes,
ED30,Neuropathic skin damage,14,yes,both,all,annex,default,no,no,
ED30.0,Neuropathic skin ulceration,14,yes,both,all,annex,default,no,yes,
ED30.Y,Other specified neuropathic skin damage,14,yes,both,all,annex,default,yes,yes,
ED31,Burning feet syndrome,14,yes,both,all,annex,default,no,yes,
ED3Y,Cutaneous involvement in other specified neurological condition,14,yes,both,all,annex,default,yes,yes,
ED50,Ichthyoses,14,yes,both,all,annex,default,no,no,
ED50.0,Acquired ichthyosis,14,yes,both,all,annex,icd10 L85.0,no,yes,
ED50.Z,Ichthyosis of unspecified type,14,yes,both,all,annex,default,yes,yes,
ED51,Diffuse epidermal hyperkeratosis or acanthosis,14,yes,both,all,annex,default,no,no,
ED51.0,Acanthosis nigricans,14,yes,both,all,annex,default,no,no,
ED51.00,Benign acanthosis nigricans,14,yes,both,all,annex,default,no,yes,
ED51.0Y,Other specified acanthosis nigricans,14,yes,both,all,annex,default,yes,yes,
ED51.0Z,"Acanthosis nigricans, unspecified",14,yes,both,all,annex,icd10 L83,yes,yes,
ED51.Y,Other specified hyperkeratotic or acanthotic dermatoses,14,yes,both,all,annex,default,yes,yes,
ED51.Z,"Diffuse epidermal hyperkeratosis or acanthosis, unspecified",14,yes,both,all,annex,default,yes,yes,
ED52,Porokeratoses,14,yes,both,all,annex,default,no,yes,
ED53,Skin peeling,14,yes,both,all,annex,default,no,yes,
ED54,Xerosis cutis or asteatosis,14,yes,both,all,annex,icd10 L85.3,no,yes,
ED55,Palmoplantar keratodermas,14,yes,both,all,annex,default,no,no,
ED55.0,Acquired palmoplantar keratodermas,14,yes,both,all,annex,icd10 L85.1,no,yes,
ED55.Z,"Palmoplantar keratoderma, unspecified",14,yes,both,all,annex,default,yes,yes,
ED56,Keratosis pilaris,14,yes,both,all,annex,icd10 L66.4,no,yes,
ED5Y,Other specified disorders of epidermal keratinisation,14,yes,both,all,annex,icd10 L11 L11.0 L11.1 L11.8 L11.9 L85 L85.8 L85.9 L86,yes,yes,
ED60,Acquired hypermelanosis,14,yes,both,all,annex,default,no,no,
ED60.0,Physiological hypermelanosis,14,yes,both,all,annex,default,no,no,
ED60.00,Suntan,14,yes,both,all,annex,default,no,yes,
ED60.01,Tanning due to exposure to artificial sources of ultraviolet radiation,14,yes,both,all,annex,default,no,yes,
ED60.1,Melasma,14,yes,both,all,annex,icd10 L81.1,no,yes,
ED60.2,Postinflammatory hypermelanosis,14,yes,both,all,annex,icd10 L81.0,no,yes,
ED60.Y,Hypermelanosis of other specified aetiology,14,yes,both,all,annex,default,yes,yes,
ED60.Z,Hypermelanosis of unspecified aetiology,14,yes,both,all,annex,icd10 L81.4,yes,yes,
ED61,Acquired melanotic macules or lentigines,14,yes,both,all,annex,default,no,no,
ED61.0,Freckles,14,yes,both,all,annex,icd10 L81.2,no,yes,
ED61.1,Mucosal melanosis,14,yes,both,all,annex,default,no,no,
ED61.10,Penile melanotic macule,14,yes,both,all,annex,default,no,yes,
ED61.11,Vulval melanotic macule,14,yes,both,all,annex,default,no,yes,
ED61.1Y,Other specified mucosal melanosis,14,yes,both,all,annex,default,yes,yes,
ED61.1Z,"Mucosal melanosis, unspecified",14,yes,both,all,annex,default,yes,yes,
ED61.Y,Other specified acquired melanotic macules or lentigines,14,yes,both,all,annex,default,yes,yes,
ED61.Z,"Acquired melanotic macules or lentigines, unspecified",14,yes,both,all,annex,default,yes,yes,
ED62,Endogenous non-melanin pigmentation,14,yes,both,all,annex,default,no,no,
ED62.0,Haemosiderin pigmentation of skin,14,yes,both,all,annex,default,no,yes,
ED62.Y,Other specified endogenous non-melanin pigmentation,14,yes,both,all,annex,default,yes,yes,
ED62.Z,"Endogenous non-melanin pigmentation, unspecified",14,yes,both,all,annex,default,yes,yes,
ED63,Acquired hypomelanotic disorders,14,yes,both,all,annex,default,no,no,
ED63.0,Vitiligo,14,yes,both,all,annex,icd10 L80,no,yes,
ED63.1,Hypomelanosis due to exposure to chemicals,14,yes,both,all,annex,default,no,yes,
ED63.2,Postinflammatory hypomelanosis,14,yes,both,all,annex,default,no,yes,
ED63.3,Vogt-Koyanagi-Harada syndrome,14,yes,both,all,annex,default,no,yes,
ED63.Y,Acquired hypomelanosis due to other specified disorder,14,yes,both,all,annex,icd10 L81.5 L81.6,yes,yes,
ED63.Z,Acquired hypomelanosis of unknown or unspecified aetiology,14,yes,both,all,annex,default,yes,yes,
ED64,Abnormal skin pigmentation,14,yes,both,all,annex,default,no,yes,
