code,title,chapter_no,selectable,sex,age,rule,restriction_rule,residual,leaf,flags
ED6Y,Other specified disorders of skin pigmentation,14,yes,both,all,annex,icd10 L81 L81.8 L81.9,yes,yes,
ED70,Alopecia or hair loss,14,yes,both,all,annex,default,no,no,
ED70.0,Male pattern hair loss,14,yes,both,all,annex,default,no,yes,
ED70.1,Female pattern hair loss,14,yes,both,all,annex,icd10 L64 L64.8 L64.9,no,yes,
ED70.2,Alopecia areata,14,yes,both,all,annex,default,no,no,
ED70.20,Patchy alopecia areata of scalp,14,yes,both,all,annex,default,no,yes,
ED70.21,Alopecia totalis,14,yes,both,all,annex,default,no,yes,
ED70.2Y,Other specified forms of alopecia areata,14,yes,both,all,annex,default,yes,yes,
ED70.2Z,"Alopecia areata, unspecified",14,yes,both,all,annex,default,yes,yes,
ED70.3,Telogen effluvium,14,yes,both,all,annex,default,no,no,
ED70.30,Acute telogen effluvium,14,yes,both,all,annex,default,no,yes,
ED70.31,Postpartum telogen effluvium,14,yes,both,all,annex,default,no,yes,
ED70.3Y,Telogen hair shedding due to other specified cause,14,yes,both,all,annex,default,yes,yes,
ED70.3Z,Telogen effluvium unspecified,14,yes,both,all,annex,default,yes,yes,
ED70.4,Anagen effluvium,14,yes,both,all,annex,default,no,yes,
ED70.5,Scarring alopecia,14,yes,both,all,annex,default,no,no,
ED70.50,Folliculitis decalvans,14,yes,both,all,annex,icd10 L66.2,no,yes,
ED70.51,Dissecting cellulitis,14,yes,both,all,annex,icd10 L66.3,no,yes,
ED70.5Y,Scarring alopecia due to other specified cause,14,yes,both,all,annex,icd10 L66.0,yes,yes,
ED70.5Z,Scarring alopecia of unknown or unspecified aetiology,14,yes,both,all,annex,icd10 L66 L66.9,yes,yes,
ED70.Y,Other specified alopecia or hair loss,14,yes,both,all,annex,default,yes,yes,
ED70.Z,"Alopecia, unspecified",14,yes,both,all,annex,default,yes,yes,
ED71,Hypertrichosis,14,yes,both,all,annex,icd10 L68 L68.2 L68.3 L68.8 L68.9,no,yes,
ED72,Hirsutism or syndromes with hirsutism,14,yes,both,all,annex,default,no,no,
ED72.0,Constitutional hirsutism,14,yes,both,all,annex,default,no,yes,
ED72.1,Hirsutism associated with hyperandrogenaemia,14,yes,both,all,annex,default,no,yes,
ED72.Z,"Hirsutism, unspecified",14,yes,both,all,annex,icd10 L68.0,yes,yes,
ED73,Acquired disorders of the hair shaft,14,yes,both,all,annex,default,no,no,
ED73.0,Weathered hair,14,yes,both,all,annex,default,no,yes,
ED73.1,Acquired changes in hair colour,14,yes,both,all,annex,default,no,no,
ED73.10,Premature canities,14,yes,both,all,annex,default,no,yes,
ED73.11,Acquired poliosis,14,yes,both,all,annex,default,no,yes,
ED73.1Z,"Acquired changes in hair colour, unspecified",14,yes,both,all,annex,default,yes,yes,
ED73.Y,Other specified acquired disorders of the hair shaft,14,yes,both,all,annex,default,yes,yes,
ED73.Z,"Acquired disorders of the hair shaft, unspecified",14,yes,both,all,annex,default,yes,yes,
ED7Y,Other specified disorders of hair,14,yes,both,all,annex,default,yes,yes,
ED80,Acne,14,yes,both,all,annex,default,no,no,
ED80.0,Comedonal acne,14,yes,both,all,annex,default,no,yes,
ED80.1,Superficial mixed comedonal and papulopustular acne,14,yes,both,all,annex,default,no,yes,
ED80.2,Papulopustular acne,14,yes,both,all,annex,default,no,yes,
ED80.3,Nodular acne,14,yes,both,all,annex,default,no,yes,
ED80.4,Severe inflammatory acne,14,yes,both,all,annex,default,no,no,
ED80.40,Acne fulminans,14,yes,both,all,annex,default,no,yes,
ED80.41,Acne conglobata,14,yes,both,all,annex,icd10 L70.1,no,yes,
ED80.4Y,Other specified severe inflammatory acne,14,yes,both,all,annex,default,yes,yes,
ED80.4Z,"Severe inflammatory acne, unspecified",14,yes,both,all,annex,default,yes,yes,
ED80.5,Acne scarring,14,yes,both,all,annex,default,no,yes,
ED80.6,Infantile acne,14,yes,both,all,annex,icd10 L70.4,no,yes,
ED80.Y,Other specified acne,14,yes,both,all,annex,icd10 L70.3,yes,yes,
ED80.Z,"Acne, unspecified",14,yes,both,all,annex,icd10 L70 L70.0,yes,yes,
ED81,Acneiform inflammatory disorders,14,yes,both,all,annex,icd10 L70.8 L70.9,no,no,
ED81.0,Folliculitis cruris pustulosa atrophicans,14,yes,both,all,annex,inherited from ED81,no,yes,
ED81.1,Acneiform reactions to halogenated aromatic hydrocarbons,14,yes,both,all,annex,inherited from ED81,no,yes,
ED81.Y,Other specified acneiform inflammatory disorders,14,yes,both,all,annex,icd10 L70.2,yes,yes,
ED81.Z,"Acneiform inflammatory disorders, unspecified",14,yes,both,all,annex,inherited from ED81,yes,yes,
ED90,Rosacea or related disorders,14,yes,both,all,annex,default,no,no,
ED90.0,Rosacea,14,yes,both,all,annex,default,no,no,
ED90.00,Erythematotelangiectatic rosacea,14,yes,both,all,annex,default,no,yes,
ED90.01,Papulopustular rosacea,14,yes,both,all,annex,default,no,yes,
ED90.02,Phymatous rosacea,14,yes,both,all,annex,default,no,yes,
ED90.0Y,Other specified rosacea,14,yes,both,all,annex,default,yes,yes,
ED90.0Z,"Rosacea, unspecified",14,yes,both,all,annex,default,yes,yes,
ED90.1,Periorificial dermatitis,14,yes,both,all,annex,default,no,yes,
ED90.Y,Other specified rosacea-like disorders,14,yes,both,all,annex,default,yes,yes,
ED90.Z,Rosacea-like disorders unspecified,14,yes,both,all,annex,default,yes,yes,
ED91,Disorders of the sebaceous gland,14,yes,both,all,annex,default,no,no,
ED91.0,Heterotopic sebaceous glands,14,yes,both,all,annex,default,no,yes,
ED91.1,Sebaceous gland hyperplasia,14,yes,both,all,annex,default,no,yes,
ED91.2,Seborrhoea,14,yes,both,all,annex,default,no,yes,
ED91.Y,Other specified disorders of the sebaceous gland,14,yes,both,all,annex,default,yes,yes,
ED91.Z,"Disorders of the sebaceous gland, unspecified",14,yes,both,all,annex,default,yes,yes,
ED92,Disorders involving the apocrine follicular unit,14,yes,both,all,annex,default,no,no,
ED92.0,Hidradenitis suppurativa,14,yes,both,all,annex,default,no,yes,
ED92.1,Apocrine sweat disorders,14,yes,both,all,annex,icd10 L75 L75.0 L75.1 L75.2 L75.9,no,yes,
ED92.Y,Other specified disorders involving the apocrine follicular unit,14,yes,both,all,annex,default,yes,yes,
ED92.Z,"Disorders involving the apocrine follicular unit, unspecified",14,yes,both,all,annex,icd10 L75.8,yes,yes,
ED9Y,Other specified disorders involving the hair follicle,14,yes,both,all,annex,default,yes,yes,
EE00,Hyperhidrosis,14,no,,,not_in_annex,,no,no,
EE00.0,Localised hyperhidrosis,14,no,,,not_in_annex,,no,no,
EE00.00,Palmoplantar hyperhidrosis,14,no,,,not_in_annex,,no,yes,
EE00.01,Axillary hyperhidrosis,14,no,,,not_in_annex,,no,yes,
EE00.02,Craniofacial hyperhidrosis,14,no,,,not_in_annex,,no,yes,
EE00.0Y,Other specified localised hyperhidrosis,14,no,,,not_in_annex,,yes,yes,
EE00.0Z,"Localised hyperhidrosis, unspecified",14,no,,,not_in_annex,,yes,yes,
EE00.1,Primary generalised hyperhidrosis,14,no,,,not_in_annex,,no,yes,
EE00.Z,"Hyperhidrosis, unspecified",14,no,,,not_in_annex,,yes,yes,
EE01,Hypohidrosis,14,yes,both,all,annex,default,no,no,
EE01.0,Hypohidrosis attributable to defective sudomotor innervation or function,14,yes,both,all,annex,default,no,yes,
EE01.1,Hypohidrosis due to genetic abnormalities of eccrine gland structure or function,14,yes,both,all,annex,default,no,yes,
EE01.2,Hypohidrosis of undetermined aetiology,14,yes,both,all,annex,default,no,yes,
EE01.Y,Other specified forms of hypohidrosis,14,yes,both,all,annex,default,yes,yes,
EE01.Z,"Hypohidrosis, unspecified",14,yes,both,all,annex,icd10 L74.4,yes,yes,
EE02,Miliaria,14,yes,both,all,annex,default,no,no,
EE02.0,Neonatal miliaria,14,yes,both,all,annex,default,no,yes,
EE02.Y,Other specified forms of miliaria,14,yes,both,all,annex,icd10 L74.0 L74.1 L74.2,yes,yes,
EE02.Z,"Miliaria, unspecified",14,yes,both,all,annex,icd10 L74.3,yes,yes,
EE0Y,Other specified disorders of eccrine sweat glands or sweating,14,yes,both,all,annex,icd10 L74 L74.8 L74.9,yes,yes,
EE10,Acquired deformities of the nail plate,14,yes,both,all,annex,default,no,no,
EE10.0,Abnormality of nail shape,14,yes,both,all,annex,icd10 R68.3,no,yes,
EE10.1,Abnormality of nail surface,14,yes,both,all,annex,default,no,no,
EE10.10,Nail pitting,14,yes,both,all,annex,default,no,yes,
EE10.1Y,Other specified abnormality of nail surface,14,yes,both,all,annex,icd10 L60.4,yes,yes,
EE10.1Z,"Abnormality of nail surface, unspecified",14,yes,both,all,annex,default,yes,yes,
EE10.2,Onycholysis,14,yes,both,all,annex,icd10 L60.1,no,yes,
EE10.3,Nail hypertrophy,14,yes,both,all,annex,icd10 L60.2,no,yes,
EE10.4,Nail atrophy,14,yes,both,all,annex,default,no,yes,
EE10.5,"Nail dystrophy, not otherwise specified",14,yes,both,all,annex,icd10 L60.3,no,yes,
EE10.Y,Other specified acquired deformities of the nail plate,14,yes,both,all,annex,default,yes,yes,
EE10.Z,"Acquired deformities of the nail plate, unspecified",14,yes,both,all,annex,default,yes,yes,
EE11,Acquired abnormalities of nail colour,14,yes,both,all,annex,default,no,no,
EE11.0,Melanonychia,14,yes,both,all,annex,default,no,yes,
EE11.1,Yellow nail syndrome,14,yes,both,all,annex,icd10 L60.5,no,yes,
EE11.Y,Other abnormalities of nail colour,14,yes,both,all,annex,default,yes,yes,
EE11.Z,"Acquired abnormalities of nail colour, unspecified",14,yes,both,all,annex,default,yes,yes,
EE12,Infections of the nail or perionychium,14,yes,both,all,annex,default,no,no,
EE12.0,Acute bacterial paronychia,14,yes,both,all,annex,default,no,yes,
EE12.1,Onychomycosis,14,yes,both,all,annex,default,no,yes,
EE12.Y,Other specified infections of the nail or perionychium,14,yes,both,all,annex,default,yes,yes,
EE12.Z,"Infections of the nail or perionychium, unspecified",14,yes,both,all,annex,default,yes,yes,
EE13,Certain disorders affecting the nails or perionychium,14,yes,both,all,annex,default,no,no,
EE13.0,Nail fragility,14,yes,both,all,annex,default,no,yes,
EE13.1,Ingrowing nail,14,yes,both,all,annex,default,no,no,
EE13.10,Ingrowing toenail,14,yes,both,all,annex,default,no,yes,
EE13.11,Infected ingrowing toenail,14,yes,both,all,annex,default,no,yes,
EE13.1Y,Other specified ingrowing nail,14,yes,both,all,annex,default,yes,yes,
EE13.1Z,"Ingrowing nail, unspecified",14,yes,both,all,annex,icd10 L60.0,yes,yes,
EE13.2,Chronic paronychia,14,yes,both,all,annex,default,no,yes,
EE13.3,Nail disorder associated with specified dermatosis,14,yes,both,all,annex,default,no,yes,
EE13.4,Nail disorder associated with specified systemic disease,14,yes,both,all,annex,icd10 L62,no,yes,
EE13.5,Eczematous nail dystrophy,14,yes,both,all,annex,default,no,yes,
EE13.Y,Other specified nail disorder,14,yes,both,all,annex,icd10 L60.8,yes,yes,
EE1Y,Other specified disorders of the nail or perionychium,14,yes,both,all,annex,icd10 L62.8,yes,yes,
EE1Z,"Disorders of the nail or perionychium, unspecified",14,yes,both,all,annex,icd10 L60 L60.9,yes,yes,
EE20,Acute cutaneous distension syndrome,14,yes,both,all,annex,default,no,yes,
EE21,Epidermal fragility,14,no,,,not_in_annex,,no,yes,
EE40,Atrophy or degeneration of dermal or subcutaneous connective tissue,14,yes,both,all,annex,default,no,no,
EE40.0,Corticosteroid-induced skin atrophy,14,yes,both,all,annex,default,no,yes,
EE40.1,Stretch marks,14,yes,both,all,annex,default,no,no,
EE40.10,Stretch marks of pregnancy,14,yes,both,all,annex,default,no,yes,
EE40.1Y,Stretch marks of other specified aetiology,14,yes,both,all,annex,default,yes,yes,
EE40.1Z,"Stretch marks, unspecified",14,yes,both,all,annex,icd10 L90.6,yes,yes,
EE40.2,Atrophic scarring of the skin,14,yes,both,all,annex,default,no,yes,
EE40.3,Skin fragility,14,yes,both,all,annex,default,no,no,
EE40.30,Genetically-determined skin fragility,14,yes,both,all,annex,default,no,yes,
EE40.31,Age-related skin fragility,14,yes,both,all,annex,default,no,yes,
EE40.32,Purpura or bruising due to vascular fragility,14,yes,both,all,annex,default,no,yes,
EE40.Y,Other specified atrophy or degeneration of dermal or subcutaneous connective tissue,14,yes,both,all,annex,default,yes,yes,
EE40.Z,"Atrophy or degeneration of dermal or subcutaneous connective tissue, unspecified type",14,yes,both,all,annex,icd10 L90 L90.8 L90.9,yes,yes,
EE41,Abnormalities of dermal elastin,14,yes,both,all,annex,default,no,no,
EE41.0,Cutis laxa,14,yes,both,all,annex,default,no,yes,
EE41.1,Anetoderma,14,yes,both,all,annex,icd10 L90.1 L90.2,no,yes,
EE41.Y,Other specified dermatoses characterised by abnormal dermal elastin,14,yes,both,all,annex,default,yes,yes,
EE41.Z,"Abnormalities of dermal elastin, unspecified",14,yes,both,all,annex,default,yes,yes,
EE50,Acquired poikiloderma,14,yes,both,all,annex,default,no,yes,
EE60,Keloid or hypertrophic scars,14,yes,both,all,annex,default,no,no,
EE60.0,Keloid,14,yes,both,all,annex,default,no,no,
EE60.00,Ear-lobe keloid,14,yes,both,all,annex,default,no,yes,
EE60.0Y,Other specified keloid,14,yes,both,all,annex,default,yes,yes,
EE60.0Z,"Keloid, unspecified",14,yes,both,all,annex,default,yes,yes,
EE60.1,Hypertrophic scar,14,yes,both,all,annex,icd10 L91.0,no,yes,
EE60.Y,Other specified keloidal disorders,14,yes,both,all,annex,default,yes,yes,
EE61,Superficial fibromatoses,14,yes,both,all,annex,default,no,yes,
EE6Y,Other specified fibromatous disorders of skin or soft tissue,14,yes,both,all,annex,default,yes,yes,
EE6Z,"Fibromatosis of skin or soft tissue, unspecified",14,yes,both,all,annex,icd10 L91 L91.8 L91.9,yes,yes,
EE70,Perforating dermatoses,14,yes,both,all,annex,default,no,no,
EE70.0,Acquired perforating dermatosis,14,yes,both,all,annex,icd10 L87.0,no,yes,
EE70.Y,Other specified perforating dermatoses,14,yes,both,all,annex,icd10 L87.1 L87.2,yes,yes,
EE70.Z,"Perforating dermatoses, unspecified",14,yes,both,all,annex,icd10 L87 L87.8 L87.9,yes,yes,
EE7Y,Other specified disorders of cutaneous connective tissue,14,yes,both,all,annex,icd10 L90.3 L94.3 L94.6 L94.9,yes,yes,
EE80,Necrobiotic granulomatous skin disorders,14,yes,both,all,annex,default,no,no,
EE80.0,Granuloma annulare,14,yes,both,all,annex,icd10 L92.0,no,yes,
EE80.1,Necrobiosis lipoidica,14,yes,both,all,annex,icd10 L92.1,no,yes,
EE80.Z,"Necrobiotic granulomatous skin disorders, unspecified",14,yes,both,all,annex,default,yes,yes,
EE81,"Dermal dendrocyte, Class IIa histiocytoses",14,yes,both,all,annex,default,no,yes,
EE8Y,Other specified histiocytic-granulomatous disorders of the skin,14,yes,both,all,annex,icd10 L92.9,yes,yes,
EE8Z,"Histiocytic-granulomatous disorders of the skin, unspecified",14,yes,both,all,annex,icd10 L92 L92.8,yes,yes,
EE90,Benign lymphocytic infiltration of the skin,14,yes,both,all,annex,default,no,yes,
EE91,Lymphocytoma cutis,14,yes,both,all,annex,default,no,yes,
EF00,Panniculitis,14,yes,both,all,annex,default,no,no,
EF00.0,Pancreatic enzyme panniculitis,14,yes,both,all,annex,default,no,yes,
EF00.Y,Panniculitis of other specified aetiology,14,yes,both,all,annex,default,yes,yes,
EF00.Z,Panniculitis of undetermined or unspecified etiology,14,yes,both,all,annex,icd10 M35.6 M79.3,yes,yes,
EF01,Lipoatrophy or lipodystrophy,14,yes,both,all,annex,default,no,no,
EF01.0,Acquired partial lipodystrophy,14,yes,both,all,annex,default,no,yes,
EF01.1,Localised lipoatrophy or lipodystrophy,14,yes,both,all,annex,default,no,yes,
EF01.Y,Other specified forms of lipodystrophy and lipoatrophy,14,yes,both,all,annex,default,yes,yes,
EF01.Z,"Lipodystrophy or lipoatrophy, unspecified",14,yes,both,all,annex,default,yes,yes,
EF02,Certain noninflammatory disorders of subcutaneous fat,14,yes,both,all,annex,default,no,no,
EF02.0,Fat hypertrophy,14,yes,both,all,annex,default,no,yes,
EF02.1,Subcutaneous lipomatosis,14,yes,both,all,annex,icd10 E88.2,no,yes,
EF02.2,Lipoedema,14,yes,both,all,annex,default,no,yes,
EF02.3,Cellulite,14,yes,both,all,annex,default,no,yes,
EF02.Y,Other specified noninflammatory disorders of subcutaneous fat,14,yes,both,all,annex,default,yes,yes,
EF02.Z,"Noninflammatory disorders of subcutaneous fat, unspecified",14,yes,both,all,annex,default,yes,yes,
EF0Y,Other specified disorders of subcutaneous fat,14,yes,both,all,annex,default,yes,yes,
EF20,Acquired malformations of cutaneous blood vessels,14,yes,both,all,annex,default,no,no,
EF20.0,Venous lake,14,yes,both,all,annex,default,no,yes,
EF20.1,Angiokeratoma,14,yes,both,all,annex,default,no,yes,
EF20.2,Lower limb venous telangiectases,14,yes,both,all,annex,default,no,yes,
EF20.3,Spider telangiectasis,14,yes,both,all,annex,default,no,yes,
EF20.4,Generalised essential telangiectasia,14,yes,both,all,annex,default,no,yes,
EF20.Y,Other specified acquired malformations of cutaneous blood vessels,14,yes,both,all,annex,default,yes,yes,
EF20.Z,"Acquired malformations of cutaneous blood vessels, unspecified",14,yes,both,all,annex,default,yes,yes,
EF2Z,"Cutaneous vascular malformation, unspecified",14,yes,both,all,annex,default,yes,yes,
EF30,Purpura or bruising due to disorders of coagulation,14,yes,both,all,annex,default,no,yes,
EF31,Traumatic purpura,14,yes,both,all,annex,default,no,yes,
EF3Y,Other specified purpura,14,yes,both,all,annex,default,yes,yes,
EF3Z,Purpura of unspecified aetiology,14,yes,both,all,annex,default,yes,yes,
EF40,Vasculitis or capillaritis involving the skin,14,yes,both,all,annex,default,no,no,
EF40.0,Capillaritis,14,yes,both,all,annex,icd10 L81.7,no,yes,
EF40.1,Vasculitis affecting small cutaneous blood vessels,14,yes,both,all,annex,default,no,no,
EF40.10,Urticarial vasculitis,14,yes,both,all,annex,default,no,yes,
EF40.1Y,Other specified vasculitis affecting small cutaneous blood vessels,14,yes,both,all,annex,default,yes,yes,
EF40.2,Localised cutaneous vasculitis,14,yes,both,all,annex,default,no,no,
EF40.20,Granuloma faciale,14,yes,both,all,annex,icd10 L92.2,no,yes,
EF40.2Y,Other specified localised cutaneous vasculitis,14,yes,both,all,annex,icd10 L95.1,yes,yes,
EF40.Z,Cutaneous vasculitis unspecified,14,yes,both,all,annex,icd10 L95 L95.8 L95.9,yes,yes,
EF50,Livedoid vasculopathy,14,yes,both,all,annex,icd10 L95.0,no,yes,
EF5Y,Other specified dermatoses attributable to hyperviscosity or microvascular occlusion,14,yes,both,all,annex,default,yes,yes,
EF60,Ischaemic ulceration of skin,14,yes,both,all,annex,default,no,yes,
EF70,Lower limb venous eczema,14,yes,both,all,annex,default,no,yes,
EF7Y,Other specified dermatoses due to venous disease,14,yes,both,all,annex,default,yes,yes,
EF7Z,"Dermatoses due to venous disease, unspecified",14,yes,both,all,annex,default,yes,yes,
EF9Y,Other specified dermatoses resulting from vascular insufficiency,14,yes,both,all,annex,default,yes,yes,
EG00,Vasodilatation of extremities,14,yes,both,all,annex,default,no,yes,
EG01,Vasoconstriction of extremities,14,yes,both,all,annex,default,no,yes,
EG02,Flushing disorders,14,yes,both,all,annex,default,no,yes,
EG30,Skin disorders localised to the scalp,14,yes,both,all,annex,default,no,no,
EG30.0,Scalp folliculitis,14,yes,both,all,annex,default,no,yes,
EG30.1,Erosive pustular dermatosis of scalp,14,yes,both,all,annex,default,no,yes,
EG30.2,Pityriasis amiantacea,14,yes,both,all,annex,default,no,yes,
EG30.Y,Other specified scalp disorders not elsewhere classifiable,14,yes,both,all,annex,default,yes,yes,
EG30.Z,"Skin disorders localised to the scalp, unspecified",14,yes,both,all,annex,default,yes,yes,
EG40,Contact dermatitis of external ear,14,yes,both,all,annex,default,no,no,
EG40.0,Allergic contact dermatitis of external ear,14,yes,both,all,annex,default,no,yes,
EG4Y,Other specified inflammatory disorder of external ear,14,yes,both,all,annex,default,yes,yes,
EG4Z,"Inflammatory disorder of external ear, unspecified",14,yes,both,all,annex,default,yes,yes,
